date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:07:03	12138/12138	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Dec%202018%2014:48:58%20GMT	https://herrlich.media/impressum	E:/MINI-PROJECT/team/team2/herrlich.media/impressum.html	(from https://herrlich.media/)
01:07:03	14535/14535	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Nov%202018%2014:58:13%20GMT	https://herrlich.media/jobs/	E:/MINI-PROJECT/team/team2/herrlich.media/jobs/index.html	(from https://herrlich.media/)
01:07:04	80998/80998	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Nov%202018%2015:35:04%20GMT	https://herrlich.media/datenschutz	E:/MINI-PROJECT/team/team2/herrlich.media/datenschutz.html	(from https://herrlich.media/)
01:07:04	7625/7625	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/cssgallery/awwwards_nominee_black_left.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/cssgallery/awwwards_nominee_black_left.png	(from https://herrlich.media/)
01:07:05	19525/19525	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Dec%202018%2014:48:57%20GMT	https://herrlich.media/arbeiten/	E:/MINI-PROJECT/team/team2/herrlich.media/arbeiten/index.html	(from https://herrlich.media/)
01:07:05	18146/18146	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Dec%202018%2014:48:58%20GMT	https://herrlich.media/team/	E:/MINI-PROJECT/team/team2/herrlich.media/team/index.html	(from https://herrlich.media/)
01:07:05	25510/25510	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Dec%202018%2014:48:53%20GMT	https://herrlich.media/blog/	E:/MINI-PROJECT/team/team2/herrlich.media/blog/index.html	(from https://herrlich.media/)
01:07:06	10465/10465	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Nov%202018%2015:00:16%20GMT	https://herrlich.media/kontakt/	E:/MINI-PROJECT/team/team2/herrlich.media/kontakt/index.html	(from https://herrlich.media/)
01:07:06	1078/1078	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-includes/js/comment-reply.min.js?ver=4.9.8	E:/MINI-PROJECT/team/team2/herrlich.media/wp-includes/js/comment-reply.min5010.js	(from https://herrlich.media/)
01:07:09	12138/12138	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Dec%202018%2014:48:58%20GMT	https://herrlich.media/impressum/	E:/MINI-PROJECT/team/team2/herrlich.media/impressum/index.html	(from https://herrlich.media/)
01:07:09	80998/80998	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Nov%202018%2015:35:04%20GMT	https://herrlich.media/datenschutz/	E:/MINI-PROJECT/team/team2/herrlich.media/datenschutz/index.html	(from https://herrlich.media/)
01:07:11	15414/15414	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4a4c-3c36%22	http://cdnjs.cloudflare.com/ajax/libs/modernizr/2.6.2/modernizr.min.js?ver=2.6.2	E:/MINI-PROJECT/team/team2/cdnjs.cloudflare.com/ajax/libs/modernizr/2.6.2/modernizr.min61da.js	(from https://herrlich.media/)
01:07:16	92155/92155	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/js/script.min.js?ver=4.9.8	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/js/script.min5010.js	(from https://herrlich.media/)
01:07:20	93636/93636	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.8.3/jquery.min.js?ver=1.8.3	E:/MINI-PROJECT/team/team2/ajax.googleapis.com/ajax/libs/jquery/1.8.3/jquery.min4511.js	(from https://herrlich.media/)
01:07:23	1398/1398	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-includes/js/wp-embed.min.js?ver=4.9.8	E:/MINI-PROJECT/team/team2/herrlich.media/wp-includes/js/wp-embed.min5010.js	(from https://herrlich.media/)
01:07:29	1724/1724	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/fonts/herrlich-media.eot	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/fonts/herrlich-media.eot	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:31	228077/228077	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.10.3/jquery-ui.min.js?ver=1.10.3	E:/MINI-PROJECT/team/team2/ajax.googleapis.com/ajax/libs/jqueryui/1.10.3/jquery-ui.mindb08.js	(from https://herrlich.media/)
01:07:31	1724/1724	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/fonts/herrlich-media.eot?	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/fonts/herrlich-mediad41d.eot	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:32	820/820	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/fonts/herrlich-media.svg	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/fonts/herrlich-media.svg	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:32	1076/1076	---M-Z	200	added ('OK')	application/font-woff	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/fonts/herrlich-media.woff	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/fonts/herrlich-media.woff	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:32	1536/1536	---M-Z	200	added ('OK')	application/font-sfnt	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/fonts/herrlich-media.ttf	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/fonts/herrlich-media.ttf	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:33	4739/4739	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/job-icon-user.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/job-icon-user.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:35	3217/3217	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/zieh-mal-green.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/zieh-mal-green.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:35	11010/11010	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/zieh-mal-green@2x.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/zieh-mal-green@2x.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:36	8482/8482	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/job-icon-user@2x.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/job-icon-user@2x.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:36	10548/10548	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Dec%202018%2019:37:29%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/background-header.jpg	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/background-header.jpg	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:36	122025/122025	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/404.jpg	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/404.jpg	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:37	1683/1683	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/footer-shadow.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/footer-shadow.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:37	8376/8376	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/herrliches-sprite.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/herrliches-sprite.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:38	14582/14582	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/herrliches-sprite@2x.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/herrliches-sprite@2x.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:39	1511/1511	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/sharre-beginn.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/sharre-beginn.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:39	2091/2091	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/sharre-beginn@2x.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/sharre-beginn@2x.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:39	3155/3155	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/social-trigger.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/social-trigger.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:39	5830/5830	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/social-trigger@2x.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/social-trigger@2x.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:40	15644/15644	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/social-icons.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/social-icons.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:40	6549/6549	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/zieh-mal.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/zieh-mal.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:40	33620/33620	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/social-icons@2x.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/social-icons@2x.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:42	5293/5293	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/slider/slider-normal-reflex.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/slider/slider-normal-reflex.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:42	23880/23880	---M-Z	200	added ('OK')	image/jpeg	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/slider/slider-normal-bg-green.jpg	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/slider/slider-normal-bg-green.jpg	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:43	2109/2109	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/prev-focus.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/prev-focus.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:43	13646/13646	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/zieh-mal@2x.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/zieh-mal@2x.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:46	3359/3359	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/prev-focus@2x.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/prev-focus@2x.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:46	1919/1919	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/next-focus.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/next-focus.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:47	3325/3325	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/next-focus@2x.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/next-focus@2x.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:47	1082/1082	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/icons/facebook.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/icons/facebook.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:47	1585/1585	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/icons/skype.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/icons/skype.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:48	1431/1431	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/icons/google.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/icons/google.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:48	2320/2320	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/icons/grooveshark.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/icons/grooveshark.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:48	1546/1546	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/icons/lastfm.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/icons/lastfm.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:48	966/966	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/icons/linkedin.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/icons/linkedin.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:49	951/951	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/icons/myspace.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/icons/myspace.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:50	816/816	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/icons/soundcloud.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/icons/soundcloud.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:51	1233/1233	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/icons/spotify.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/icons/spotify.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:51	1343/1343	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/icons/steam.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/icons/steam.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:51	964/964	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/icons/twitter.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/icons/twitter.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:51	1366/1366	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/icons/vimeo.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/icons/vimeo.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:52	1508/1508	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/icons/xing.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/icons/xing.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:52	1407/1407	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/icons/youtube.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/icons/youtube.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
01:07:53	6749/6749	---M-Z	200	added ('OK')	image/png	date:Thu,%2001%20Nov%202018%2015:11:24%20GMT	https://herrlich.media/wp-content/themes/herrlich/assets/img/slider/slider-big-reflex.png	E:/MINI-PROJECT/team/team2/herrlich.media/wp-content/themes/herrlich/assets/img/slider/slider-big-reflex.png	(from https://herrlich.media/wp-content/themes/herrlich/assets/css/style.min.css?ver=1.0)
